Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,S071-004,LMG_23826,25MDFML003374-2A,MOD1_WNTSBCO4,10_6_2001,716,CS-42,CFSAN145334,CRZK,bq,CFSAN080751,1011-04,CFSAN142785,CS6162,CH43,CH65,CH44,CFSAN141446,CH84,CFSAN080747,25MDFML003369-4A,CS291,KubGAU_B-268,CFSAN129441,cro810A3,cro1489B1,HA18074,CFSAN141625,25MDFML004503-1A,25MDFML003369-3A,CH45,SC16,MOD1_LR736,CE52,CFSAN140976,CFSAN138565,CFSAN135223,S054-001,S053-001
group_3344,,hypothetical protein,3,3,1,5,33,,,,381,381,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04104,,,PGNFGNII_04106,PDCFMNHJ_04055
group_3343,,hypothetical protein,3,3,1,5,32,,,,132,132,132,COBAIANA_04160,,,JELDIHCN_02059,,,,OLEGOONE_03961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3341,,putative protein,3,3,1,5,29,,,,828,828,828,COBAIANA_04158,,,JELDIHCN_02057,,,,OLEGOONE_03959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3340,,hypothetical protein,3,3,1,5,28,,,,480,480,480,COBAIANA_04161,,,JELDIHCN_02060,,,,OLEGOONE_03962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3339,,hypothetical protein,3,3,1,5,27,,,,1038,1038,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04107,,,PGNFGNII_04109,PDCFMNHJ_04058
group_3338,,hypothetical protein,3,3,1,5,26,,,,291,291,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04106,,,PGNFGNII_04108,PDCFMNHJ_04057
group_3337,,hypothetical protein,3,3,1,5,25,,,,201,201,201,COBAIANA_04165,,,JELDIHCN_02064,,,,OLEGOONE_03966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flhD_2,flhD_2,Flagellar transcriptional regulator FlhD,3,3,1,5,24,,,,267,267,267,COBAIANA_04167,,,JELDIHCN_02066,,,,OLEGOONE_03968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3336,,hypothetical protein,3,3,1,5,23,,,,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04105,,,PGNFGNII_04107,PDCFMNHJ_04056
group_3335,,hypothetical protein,3,3,1,5,22,,,,678,678,678,COBAIANA_04154,,,JELDIHCN_02053,,,,OLEGOONE_03955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3333,,hypothetical protein,3,3,1,5,20,,,,831,831,831,COBAIANA_04164,,,JELDIHCN_02063,,,,OLEGOONE_03965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3332,,hypothetical protein,3,3,1,5,19,,,,714,714,714,COBAIANA_04166,,,JELDIHCN_02065,,,,OLEGOONE_03967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3330,xerC_6,Tyrosine recombinase XerC,3,3,1,5,17,,,,765,765,765,COBAIANA_04153,,,JELDIHCN_02052,,,,OLEGOONE_03954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3328,,hypothetical protein,3,3,1,5,11,,,,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04103,,,PGNFGNII_04104,PDCFMNHJ_04053
group_3327,,hypothetical protein,3,3,1,5,8,,,,2688,2688,2688,COBAIANA_04163,,,JELDIHCN_02062,,,,OLEGOONE_03964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3325,,hypothetical protein,3,3,1,5,6,,,,1830,1830,1830,COBAIANA_04162,,,JELDIHCN_02061,,,,OLEGOONE_03963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3324,,hypothetical protein,3,3,1,5,5,,,,285,285,285,COBAIANA_04157,,,JELDIHCN_02056,,,,OLEGOONE_03958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3323,,hypothetical protein,3,3,1,5,4,,,,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34_refound_1008,,,PGNFGNII_04105,PDCFMNHJ_04054
group_3322,,hypothetical protein,3,3,1,5,3,,,,936,936,936,COBAIANA_04159,,,JELDIHCN_02058,,,,OLEGOONE_03960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3321,,hypothetical protein,3,3,1,5,2,,,,624,624,624,COBAIANA_04155,,,JELDIHCN_02054,,,,OLEGOONE_03956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3307,higB_1,Endoribonuclease HigB,3,3,1,1,6638,,,,279,279,279,COBAIANA_04311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAICLECK_04221,HGGDPEND_04272,,
group_3306,yddM_1,putative HTH-type transcriptional regulator YddM,3,3,1,1,6637,,,,288,288,288,COBAIANA_04312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAICLECK_04222,HGGDPEND_04273,,
group_3251,,hypothetical protein,3,3,1,1,6544,,,,339,339,339,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02412,,,,PLNCNKBH_02362,,,,,,HOGJFGMH_02266,,,,,,,
group_3205,,hypothetical protein,3,3,1,1,6469,,,,105,105,105,,,,,,,,,,FDIPHMPI_02107,GAFMEKNJ_01648,JJCAEOCL_00885,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3198,,hypothetical protein,3,3,1,1,6462,,,,111,111,111,,,,,,,ONIJJAOC_00730,,,,,,FIMNDECN_01752,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_01673,,,,,
group_3184,,hypothetical protein,3,3,1,1,6446,,,,129,129,129,,,,,,,,,,FDIPHMPI_01030,GAFMEKNJ_04277,JJCAEOCL_04027,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3180,,hypothetical protein,3,3,1,1,6441,,,,132,132,132,,,,,,,,,,FDIPHMPI_03100,GAFMEKNJ_01224,JJCAEOCL_00049,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3176,,hypothetical protein,3,3,1,1,6437,,,,138,138,138,,,,,,,,,,FDIPHMPI_03503,GAFMEKNJ_04140,JJCAEOCL_02509,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3160,,hypothetical protein,3,3,1,1,6419,,,,150,150,150,,,,,PBHEHNGA_03918,,,,,FDIPHMPI_04021,,JJCAEOCL_03082,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3155,,hypothetical protein,3,3,1,1,6412,,,,153,153,153,,,,,,,,,,FDIPHMPI_00963,GAFMEKNJ_02129,JJCAEOCL_02160,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3144,,hypothetical protein,3,3,1,1,6401,,,,159,159,159,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02394,,,,PLNCNKBH_02381,,,,,,HOGJFGMH_02284,,,,,,,
group_3142,flmA_2,Stable plasmid inheritance protein,3,3,1,1,6399,,,,159,159,159,,,,,,DALMCLCA_03586,,,,,,JJCAEOCL_03824,,BOLFLKJN_04435,,,,,,,,,,,,,,,,,,,,,,,,,
group_3128,,hypothetical protein,3,3,1,1,6384,,,,165,165,165,,,,,,,ONIJJAOC_00473,,,,,,FIMNDECN_01937,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_01936,,,,,
group_3109,,hypothetical protein,3,3,1,1,6364,,,,174,174,174,,,,,,,,,,FDIPHMPI_00810,GAFMEKNJ_01769,JJCAEOCL_02587,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3095,,hypothetical protein,3,3,1,1,6349,,,,180,180,180,,,,,,,ONIJJAOC_00552,,,,,,FIMNDECN_01313,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_01851,,,,,
group_3087,,hypothetical protein,3,3,1,1,6341,,,,183,183,183,,,,,,,ONIJJAOC_03662,,,,,,FIMNDECN_02518,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_00363,,,,,
group_3030,,hypothetical protein,3,3,1,1,6278,,,,204,204,204,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02398,,,,PLNCNKBH_02377,,,,,,HOGJFGMH_02280,,,,,,,
group_3011,,hypothetical protein,3,3,1,1,6256,,,,207,207,207,,,,,,,ONIJJAOC_02674,,,,,,,,,,,,,PDLMEAGH_04203,,,,,,,IMMFCMMB_01938,,,,,,,,,,,,
group_2993,,hypothetical protein,3,3,1,1,6237,,,,210,210,210,,,,,,DALMCLCA_04260,,,,FDIPHMPI_04042,,JJCAEOCL_03060,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2992,,hypothetical protein,3,3,1,1,6236,,,,210,210,210,,,,,PBHEHNGA_01240,,,,,,,,,,,,,MLDDBGFK_01295,,,,,,,,,,BDMJLJKB_00942,,,,,,,,,,,
group_2964,,hypothetical protein,3,3,1,1,6200,,,,219,219,219,,,,,,,,,,,,,,,,,,MLDDBGFK_02496,,,,,,,,,,BDMJLJKB_02435,,,,,,,DOHFHPBA_04073,,,,
group_2960,,hypothetical protein,3,3,1,1,6195,,,,219,219,219,,,,,PBHEHNGA_01238,,,,,,,,,,,,,MLDDBGFK_01293,,,,,,,,,,BDMJLJKB_00940,,,,,,,,,,,
group_2959,,hypothetical protein,3,3,1,1,6193,,,,219,219,219,COBAIANA_03792,,,,,,,OLEGOONE_02953,CMJCGDBJ_01298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2953,,hypothetical protein,3,3,1,1,6184,,,,222,222,222,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02397,,,,PLNCNKBH_02378,,,,,,HOGJFGMH_02281,,,,,,,
group_2943,,hypothetical protein,3,3,1,1,6174,,,,222,222,222,COBAIANA_01967,,,,,,,OLEGOONE_00752,,,,,,,,,,,,,,,,,,,IMMFCMMB_01498,,,,,,,,,,,,
group_2931,,hypothetical protein,3,3,1,1,6161,,,,228,228,228,,,,,,5_refound_124,,,,,GAFMEKNJ_01712,11_refound_282,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2928,,hypothetical protein,3,3,1,1,6157,,,,228,228,228,,,,,PBHEHNGA_03916,,,,,FDIPHMPI_04023,,JJCAEOCL_03080,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2891,,hypothetical protein,3,3,1,1,6107,,,,240,240,240,,,,,,,,,,,,,,,,,,,,PDLMEAGH_04113,,FAKIMOAG_03630,,,,,,,,,,HOGJFGMH_02981,,,,,,,
group_2854,,hypothetical protein,3,3,1,1,6061,,,,252,252,252,,,,,,DALMCLCA_04258,,,,FDIPHMPI_04040,,JJCAEOCL_03062,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2847,,hypothetical protein,3,3,1,1,6052,,,,255,255,255,,,,,,,,,,,,,,,,,,,,,,,,HFELHBKN_03713,,,,,,,,,,,,,,PGNFGNII_02100,PDCFMNHJ_03556
group_2846,,hypothetical protein,3,3,1,1,6051,,,,255,255,255,,,,,,DALMCLCA_03454,,,,,GAFMEKNJ_01734,JJCAEOCL_02683,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2833,,hypothetical protein,3,3,1,1,6035,,,,261,261,261,,,,,,,,,,FDIPHMPI_01560,GAFMEKNJ_02101,JJCAEOCL_00347,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2828,,hypothetical protein,3,3,1,1,6027,,,,264,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04109,,,PGNFGNII_04142,PDCFMNHJ_04099
group_2818,,hypothetical protein,3,3,1,1,6015,,,,267,267,267,,,,,,,,,,,,,,,,,,,,PDLMEAGH_04148,,FAKIMOAG_03657,,,,,,,,,,HOGJFGMH_03006,,,,,,,
pcoE_3,pcoE_3,putative copper-binding protein PcoE,3,3,1,1,6001,,,,270,270,270,,,,,PBHEHNGA_04277,DALMCLCA_01235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAICLECK_03694,,,
group_2802,,hypothetical protein,3,3,1,1,5992,,,,273,273,273,,,,,,,,,,,,,,,,,,,,PDLMEAGH_04110,,FAKIMOAG_03633,,,,,,,,,,HOGJFGMH_02984,,,,,,,
group_2796,,hypothetical protein,3,3,1,1,5986,,,,273,273,273,,,,,PBHEHNGA_01250,,,,,,,,,,,,,MLDDBGFK_01305,,,,,,,,,,BDMJLJKB_00952,,,,,,,,,,,
group_2784,,hypothetical protein,3,3,1,1,5966,,,,276,276,276,,,,,PBHEHNGA_01251,,,,,,,,,,,,,MLDDBGFK_01306,,,,,,,,,,BDMJLJKB_00953,,,,,,,,,,,
group_2764,,hypothetical protein,3,3,1,1,5938,,,,285,285,285,,,,,,,,,,9_refound_224,GAFMEKNJ_03161,JJCAEOCL_04414,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2761,,hypothetical protein,3,3,1,1,5935,,,,285,285,285,,,,,PBHEHNGA_03914,,,,,FDIPHMPI_04025,,JJCAEOCL_03078,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2758,,hypothetical protein,3,3,1,1,5930,,,,288,288,288,,,,,,,,,,,,,,BOLFLKJN_01025,,,,,,,,FAKIMOAG_02788,,,,,,,,,,HOGJFGMH_03677,,,,,,,
group_2756,,hypothetical protein,3,3,1,1,5928,,,,288,288,288,,,,,,DALMCLCA_04243,,,,,GAFMEKNJ_04118,JJCAEOCL_03823,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2735,,hypothetical protein,3,3,1,1,5903,,,,297,297,297,,,,,,,,,,,,,,,,,,,,PDLMEAGH_04111,,FAKIMOAG_03632,,,,,,,,,,HOGJFGMH_02983,,,,,,,
group_2730,,hypothetical protein,3,3,1,1,5896,,,,300,300,300,,,,,,,ONIJJAOC_01191,,,,,,FIMNDECN_00861,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_01243,,,,,
group_2717,,IS3 family transposase ISEc52,3,3,1,1,5880,,,,303,303,303,,,,,PBHEHNGA_04273,DALMCLCA_01231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAICLECK_03698,,,
group_2706,,hypothetical protein,3,3,1,1,5866,,,,306,306,306,,,,,,,ONIJJAOC_03663,,,,,,FIMNDECN_02519,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_00364,,,,,
group_2699,,hypothetical protein,3,3,1,1,5856,,,,309,309,309,,,,,,,,,,,,,,BOLFLKJN_01024,,,,,,,,FAKIMOAG_02789,,,,,,,,,,HOGJFGMH_03676,,,,,,,
group_2695,,hypothetical protein,3,3,1,1,5850,,,,312,312,312,,,,,,,,,,,,,,BOLFLKJN_04149,,,,,,,,FAKIMOAG_01666,,,,,,,,,,HOGJFGMH_01937,,,,,,,
group_2683,,hypothetical protein,3,3,1,1,5819,,,,321,321,321,,,,,,,,,,,,,,BOLFLKJN_01770,,,,,,,,FAKIMOAG_02754,,,,,,,,,,HOGJFGMH_02234,,,,,,,
group_2682,,hypothetical protein,3,3,1,1,5818,,,,321,321,321,,,,,,DALMCLCA_04261,,,,FDIPHMPI_04043,,JJCAEOCL_03059,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyoD_1,cyoD_1,Cytochrome bo(3) ubiquinol oxidase subunit 4,3,3,1,1,5796,,,,324,324,324,COBAIANA_00392,,,,,,,,,,GAFMEKNJ_03005,JJCAEOCL_02501,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2657,yfjZ,Antitoxin YfjZ,3,3,1,1,5785,,,,327,327,327,,,,,PBHEHNGA_01247,,,,,,,,,,,,,MLDDBGFK_01302,,,,,,,,,,BDMJLJKB_00949,,,,,,,,,,,
emrE_2,emrE_2,Multidrug transporter EmrE,3,3,1,1,5773,,,,330,330,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04115,,,PGNFGNII_04148,PDCFMNHJ_04105
flxA_2,flxA_2,Protein FlxA,3,3,1,1,5756,,,,333,333,333,,,,,,,,,,FDIPHMPI_04015,GAFMEKNJ_04270,JJCAEOCL_03827,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2635,,hypothetical protein,3,3,1,1,5745,,,,336,336,336,,,,,,,,,,,,,,,,,,MLDDBGFK_02525,,PDLMEAGH_03451,,,,,,,,BDMJLJKB_02464,,,,,,,,,,,
group_2615,ykfI,Toxin YkfI,3,3,1,1,5717,,,,342,342,342,,,,,PBHEHNGA_01248,,,,,,,,,,,,,MLDDBGFK_01303,,,,,,,,,,BDMJLJKB_00950,,,,,,,,,,,
group_2609,,hypothetical protein,3,3,1,1,5704,,,,348,348,348,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02390,,,,PLNCNKBH_02385,,,,,,HOGJFGMH_02288,,,,,,,
group_2607,,hypothetical protein,3,3,1,1,5702,,,,348,348,348,,,,,,,ONIJJAOC_00490,,,,,,,,,,,,,,,,,,,PLNCNKBH_01033,,,,,,,,33_refound_973,,,,,
group_2605,,hypothetical protein,3,3,1,1,5700,,,,348,348,348,,,,,PBHEHNGA_03919,,,,,FDIPHMPI_04020,,JJCAEOCL_03083,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2567,,hypothetical protein,3,3,1,1,5646,,,,363,363,363,,,,,,,,,,FDIPHMPI_02633,,,,,,,,,,,,,,,,25_refound_739,,,,,,,,,,OAICLECK_01600,,,
group_2539,,hypothetical protein,3,3,1,1,5608,,,,375,375,375,,,,,,,,,,FDIPHMPI_00084,GAFMEKNJ_03162,JJCAEOCL_03840,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2531,,hypothetical protein,3,3,1,1,5597,,,,378,378,378,,,,,PBHEHNGA_03917,,,,,FDIPHMPI_04022,,JJCAEOCL_03081,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2520,,hypothetical protein,3,3,1,1,5576,,,,387,387,387,,,,,,,,,,FDIPHMPI_00059,GAFMEKNJ_03307,JJCAEOCL_01345,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2511,,hypothetical protein,3,3,1,1,5564,,,,390,390,390,,,,,,,,,,,,,FIMNDECN_00563,BOLFLKJN_01042,,,,,,,,,,,,PLNCNKBH_03995,,,,,,,,,,,,,
group_2498,,hypothetical protein,3,3,1,1,5543,,,,396,396,396,,,,,,,ONIJJAOC_02702,,,,,,FIMNDECN_04415,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_00577,,,,,
group_2477,,hypothetical protein,3,3,1,1,5515,,,,405,405,405,,,,,,,,,,FDIPHMPI_00081,GAFMEKNJ_04265,JJCAEOCL_04399,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2470,,hypothetical protein,3,3,1,1,5506,,,,408,408,408,,,,,,,,,,FDIPHMPI_00060,GAFMEKNJ_03306,11_refound_279,,,,,,,,,,,,,,,,,,,,,,,,,,,
insK,insK,Putative transposase InsK for insertion sequence element IS150,3,3,1,1,5505,,,,408,408,408,,,,,4_refound_90,DALMCLCA_01230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAICLECK_03699,,,
group_2460,,hypothetical protein,3,3,1,1,5487,,,,414,414,414,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02395,,,,PLNCNKBH_02380,,,,,,HOGJFGMH_02283,,,,,,,
group_2457,,hypothetical protein,3,3,1,1,5484,,,,414,414,414,,,,,,,,,,,,,,BOLFLKJN_01768,,,,,,,,FAKIMOAG_02756,,,,,,,,,,HOGJFGMH_02236,,,,,,,
cpoB_2,cpoB_2,Cell division coordinator CpoB,3,3,1,1,5482,,,,414,414,414,,,,,,DALMCLCA_03457,,,,,GAFMEKNJ_01731,JJCAEOCL_02686,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2452,,hypothetical protein,3,3,1,1,5474,,,,417,417,417,,,,,,,,,,,GAFMEKNJ_00059,JJCAEOCL_00230,,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_03863,,,,,
nudI,nudI,Nucleoside triphosphatase NudI,3,3,1,1,5436,,,,426,426,426,COBAIANA_03075,,,,,,,OLEGOONE_03012,,,,,,,,,,,,,,,,,,PLNCNKBH_02130,,,,,,,,,,,,,
group_2413,,hypothetical protein,3,3,1,1,5405,,,,435,435,435,,,,,,,,,,,,,,BOLFLKJN_01595,,,,,,,,FAKIMOAG_03851,,,,,,,,,,HOGJFGMH_02866,,,,,,,
group_2403,umuD_2,Protein UmuD,3,3,1,1,5390,,,,438,438,438,COBAIANA_02024,,,,,DALMCLCA_02653,,OLEGOONE_04092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2396,,hypothetical protein,3,3,1,1,5382,,,,213,213,213,,,,,,DALMCLCA_00154,,,,,GAFMEKNJ_00053,JJCAEOCL_00224,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2376,,hypothetical protein,3,3,1,1,5359,,,,510,510,510,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02414,,,,PLNCNKBH_02360,,,,,,HOGJFGMH_02264,,,,,,,
group_2369,,hypothetical protein,3,3,1,1,5352,,,,228,228,228,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02411,,,,PLNCNKBH_02363,,,,,,HOGJFGMH_02267,,,,,,,
group_2368,,hypothetical protein,3,3,1,1,5351,,,,201,201,201,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02413,,,,PLNCNKBH_02361,,,,,,HOGJFGMH_02265,,,,,,,
group_2367,,hypothetical protein,3,3,1,1,5350,,,,444,444,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOHFHPBA_04116,,,PGNFGNII_04149,PDCFMNHJ_04106
group_2361,;traR,hypothetical protein;Protein TraR,3,3,1,1,5342,,,,222,222,222,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02410,,,,PLNCNKBH_02364,,,,,,HOGJFGMH_02268,,,,,,,
group_2359,,hypothetical protein,3,3,1,1,5340,,,,273,273,273,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02409,,,,PLNCNKBH_02365,,,,,,HOGJFGMH_02269,,,,,,,
group_2358,,hypothetical protein,3,3,1,1,5339,,,,282,282,282,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02408,,,,PLNCNKBH_02366,,,,,,HOGJFGMH_02270,,,,,,,
group_2352,,hypothetical protein,3,3,1,1,5333,,,,444,444,444,,,,,,,,,,FDIPHMPI_02036,GAFMEKNJ_02231,JJCAEOCL_02040,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2350,,hypothetical protein,3,3,1,1,5330,,,,444,444,444,,,,,,,ONIJJAOC_03665,,,,,,FIMNDECN_02521,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_00366,,,,,
group_2344,,hypothetical protein,3,3,1,1,5324,,,,450,450,450,,,,,,DALMCLCA_03466,,,,,,,,,,,,,,PDLMEAGH_04047,,,,,,,IMMFCMMB_01073,,,,,,,,,,,,
group_2343,,hypothetical protein,3,3,1,1,5323,,,,144,144,144,,NCDGGIKE_01625,,,,,,,,,,,,,,,,,,PDLMEAGH_04049,,,,,,,,,,,,,BFJHMAPM_02533,,,,,,
group_2341,,hypothetical protein,3,3,1,1,5321,,,,2223,2229,2225,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02407,,,,PLNCNKBH_02367,,,,,,HOGJFGMH_02271,,,,,,,
group_2312,,hypothetical protein,3,3,1,1,5288,,,,183,183,183,,,,,,,,,,,,,,,,,,,,PDLMEAGH_03453,,,,,,,,,,,,,,,,,,PGNFGNII_02087,PDCFMNHJ_03569
group_2310,,hypothetical protein,3,3,1,1,5286,,,,174,174,174,,,,,,,ONIJJAOC_00495,,,,,,,BOLFLKJN_01736,,,,,,,,,,,,,,,,,,,,JFGMPIEF_01908,,,,,
group_2293,,hypothetical protein,3,3,1,1,5266,,,,450,450,450,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02392,,,,PLNCNKBH_02383,,,,,,HOGJFGMH_02286,,,,,,,
ypjF,ypjF,Toxin YpjF,3,3,1,1,5264,,,,321,321,321,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMFCMMB_02828,,,,,,,,DOHFHPBA_02100,,HGGDPEND_02594,,
group_2288,,hypothetical protein,3,3,1,1,5260,,,,201,201,201,,NCDGGIKE_00603,,,,,,,,,GAFMEKNJ_01282,JJCAEOCL_00108,,,,,,,,,,,,,,,,,,,,,,,,,,,
intA_5_intA,intA_5;intA,Prophage integrase IntA,3,3,1,1,5235,,,,1233,1242,1239,,,,,,,,,,,,,FIMNDECN_03953,BOLFLKJN_03583,,,,,,,,,,,,,,,,,,,,JFGMPIEF_02993,,,,,
cbeA,cbeA,Cytoskeleton bundling-enhancing antitoxin CbeA,3,3,1,1,5234,,,,324,366,339,,,,,,,,,,,,,FIMNDECN_04345,BOLFLKJN_01267,,,,,,,,,,,,,,,,,,,,JFGMPIEF_03017,,,,,
group_2227,,hypothetical protein,3,3,1,1,5172,,,,480,528,496,,,,,,,ONIJJAOC_00488,,,,,,,,,,,,,,,,,,,PLNCNKBH_01030,,,,,,,,JFGMPIEF_01921,,,,,
cas3,cas3,CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST,3,3,1,1,5149,,,,2361,3264,2662,COBAIANA_02798,,,,,,,OLEGOONE_01251,,,,,,,,,,,,,,,,,,,,,,,,,,JFGMPIEF_02912,,,,,
group_2200,,hypothetical protein,3,3,1,1,5132,,,,156,156,156,,,,,,,,,,,,,,,,,,,,,,,,HFELHBKN_03738,,,,,,,,,BFJHMAPM_02125,,DOHFHPBA_04083,,,,
group_2190,,hypothetical protein,3,3,1,1,5119,,,,204,240,228,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_04139,,,,,,,MDDFFGJE_04085,,,HOGJFGMH_01494,,,,,,,
group_2189,,hypothetical protein,3,3,1,1,5118,,,,1788,1794,1791,,NCDGGIKE_01351,,,,,,,CMJCGDBJ_03521,,,,,13_refound_365,,,,,,,,,,,,,,,,,,,,,,,,,
group_2151,,hypothetical protein,3,3,1,1,5064,,,,621,786,731,,,,,,,ONIJJAOC_00532,,,,,,,,,,,,,,,,,,,,IMMFCMMB_01078,,,,,,,JFGMPIEF_01871,,,,,
group_2149,,hypothetical protein,3,3,1,1,5060,,,,468,468,468,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02393,,,,PLNCNKBH_02382,,,,,,HOGJFGMH_02285,,,,,,,
group_2147,,hypothetical protein,3,3,1,1,5058,,,,1023,1047,1039,,,,,,,,,,,,,,,,,,,,,,FAKIMOAG_02404,,,,PLNCNKBH_02370,,,,,,HOGJFGMH_02274,,,,,,,
group_2139,,hypothetical protein,3,3,1,1,5046,,,,468,468,468,,,,,,DALMCLCA_03455,,,,,GAFMEKNJ_01733,JJCAEOCL_02684,,,,,,,,,,,,,,,,,,,,,,,,,,,
slmA_3_slmA_1,slmA_3;slmA_1,Nucleoid occlusion factor SlmA,3,3,1,1,5020,,,,675,681,679,COBAIANA_00385,,,,,,,,,,GAFMEKNJ_03012,JJCAEOCL_02508,,,,,,,,,,,,,,,,,,,,,,,,,,,
oprM_2_oprM_1,oprM_2;oprM_1,Outer membrane protein OprM,3,3,1,1,4987,,,,1275,1500,1425,COBAIANA_00386,,,,,,,,,,GAFMEKNJ_03011,JJCAEOCL_02507,,,,,,,,,,,,,,,,,,,,,,,,,,,
